<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.03.26	15:25:00	95385	95395	95200	95225	15775	54915	5
2019.03.26	15:30:00	95220	95280	95055	95200	25474	93317	5
2019.03.26	15:35:00	95200	95385	95095	95325	27294	101704	5
2019.03.26	15:40:00	95330	95485	95310	95470	14877	57866	5
2019.03.26	15:45:00	95475	95600	95470	95575	15793	64358	5
2019.03.26	15:50:00	95575	95595	95420	95465	15581	57561	5
2019.03.26	15:55:00	95465	95545	95425	95485	9961	40439	5
2019.03.26	16:00:00	95485	95680	95480	95620	19917	87943	5
2019.03.26	16:05:00	95620	95750	95605	95735	12265	50983	5
2019.03.26	16:10:00	95735	95875	95730	95770	17031	68594	5
2019.03.26	16:15:00	95775	95795	95680	95695	12506	51009	5
2019.03.26	16:20:00	95695	95730	95550	95625	14036	61605	5
2019.03.26	16:25:00	95620	95725	95515	95570	16244	69671	5
2019.03.26	16:30:00	95575	95580	95365	95495	18368	75021	5
2019.03.26	16:35:00	95495	95500	95400	95430	8350	35277	5
2019.03.26	16:40:00	95435	95475	95190	95290	21035	90276	5
2019.03.26	16:45:00	95285	95385	95165	95360	14951	65430	5
2019.03.26	16:50:00	95360	95600	95355	95540	17395	67571	5
2019.03.26	16:55:00	95540	95735	95530	95685	17379	67987	5
2019.03.26	17:00:00	95690	95695	95525	95560	11691	44355	5
2019.03.26	17:05:00	95560	95585	95450	95505	7348	27703	5
2019.03.26	17:10:00	95510	95570	95405	95560	9272	36366	5
2019.03.26	17:15:00	95565	95610	95515	95595	6196	24831	5
2019.03.26	17:20:00	95595	95595	95540	95555	3170	12685	5
2019.03.26	17:25:00	95555	95565	95425	95445	5851	24003	5
2019.03.26	17:30:00	95445	95525	95395	95505	6710	24168	5
2019.03.26	17:35:00	95510	95565	95485	95530	3729	12563	5
2019.03.26	17:40:00	95530	95530	95415	95475	5894	17269	5
2019.03.26	17:45:00	95475	95475	95355	95375	3842	13017	5
2019.03.26	17:50:00	95380	95380	95115	95115	4226	18465	5
2019.03.27	09:00:00	94200	94440	94200	94380	10282	36747	5
2019.03.27	09:05:00	94375	94550	94125	94235	36531	110014	5
2019.03.27	09:10:00	94230	94285	94060	94175	24825	78638	5
2019.03.27	09:15:00	94175	94350	94145	94310	20927	60798	5
2019.03.27	09:20:00	94305	94400	94265	94390	15302	48148	5
2019.03.27	09:25:00	94395	94420	94310	94330	13120	42739	5
2019.03.27	09:30:00	94330	94375	94115	94175	25398	79916	5
2019.03.27	09:35:00	94170	94205	94015	94195	27662	87022	5
2019.03.27	09:40:00	94200	94285	94130	94180	22554	61968	5
2019.03.27	09:45:00	94180	94410	94175	94315	23509	69727	5
2019.03.27	09:50:00	94315	94445	94305	94385	15976	50449	5
2019.03.27	09:55:00	94385	94415	94225	94340	16854	48331	5
2019.03.27	10:00:00	94340	94350	94205	94315	17074	50028	5
2019.03.27	10:05:00	94315	94320	93825	93950	44426	130307	5
2019.03.27	10:10:00	93945	94000	93690	93840	42098	127252	5
2019.03.27	10:15:00	93845	93950	93645	93710	29936	87697	5
2019.03.27	10:20:00	93710	93860	93595	93845	27927	84051	5
2019.03.27	10:25:00	93845	94020	93735	93970	26764	81757	5
2019.03.27	10:30:00	93975	94255	93970	94225	38686	117484	5
2019.03.27	10:35:00	94230	94320	94025	94065	36951	105206	5
2019.03.27	10:40:00	94065	94125	93795	94035	32093	101929	5
2019.03.27	10:45:00	94040	94255	94040	94125	26823	81574	5
2019.03.27	10:50:00	94130	94220	93985	94140	22904	75326	5
2019.03.27	10:55:00	94140	94145	93840	93905	25583	80786	5
2019.03.27	11:00:00	93905	93930	93735	93800	28209	91460	5
2019.03.27	11:05:00	93800	94010	93795	93900	20300	65305	5
2019.03.27	11:10:00	93905	93930	93800	93870	16396	56658	5
2019.03.27	11:15:00	93870	93880	93550	93690	34380	115883	5
2019.03.27	11:20:00	93690	93725	93430	93490	30675	96067	5
2019.03.27	11:25:00	93495	93505	93210	93340	41246	129175	5
2019.03.27	11:30:00	93335	93425	93150	93235	39459	132717	5
2019.03.27	11:35:00	93240	93330	93030	93040	29432	95034	5
2019.03.27	11:40:00	93045	93120	92860	93060	38481	124169	5
2019.03.27	11:45:00	93060	93060	92770	92870	35903	108277	5
2019.03.27	11:50:00	92865	92985	92800	92905	26430	87595	5
2019.03.27	11:55:00	92900	93195	92895	93175	31822	105673	5
2019.03.27	12:00:00	93170	93285	92840	92940	34933	116032	5
2019.03.27	12:05:00	92945	93215	92925	93175	21970	70353	5
2019.03.27	12:10:00	93175	93325	93135	93180	24401	81998	5
2019.03.27	12:15:00	93180	93200	93020	93105	19639	64164	5
2019.03.27	12:20:00	93105	93395	93085	93325	23610	79948	5
2019.03.27	12:25:00	93325	93350	93210	93270	16523	54104	5
2019.03.27	12:30:00	93270	93375	93145	93240	23539	78654	5
2019.03.27	12:35:00	93240	93265	93145	93255	15668	58117	5
2019.03.27	12:40:00	93250	93345	93205	93220	15117	49247	5
2019.03.27	12:45:00	93220	93285	93060	93070	20418	68642	5
2019.03.27	12:50:00	93070	93125	92740	92890	31605	106093	5
2019.03.27	12:55:00	92890	92900	92680	92690	24059	84241	5
2019.03.27	13:00:00	92685	92830	92620	92800	28860	101369	5
2019.03.27	13:05:00	92800	92970	92700	92720	27879	106534	5
2019.03.27	13:10:00	92725	93080	92720	93045	19329	70421	5
2019.03.27	13:15:00	93045	93195	93040	93135	15863	50855	5
2019.03.27	13:20:00	93135	93245	93070	93115	18804	62416	5
2019.03.27	13:25:00	93110	93300	93085	93260	17053	60044	5
2019.03.27	13:30:00	93260	93350	93225	93270	13878	52741	5
2019.03.27	13:35:00	93270	93350	93210	93290	11197	38389	5
2019.03.27	13:40:00	93290	93305	93175	93235	13207	45403	5
2019.03.27	13:45:00	93240	93485	93220	93460	18995	64961	5
2019.03.27	13:50:00	93460	93470	93150	93250	22179	64213	5
2019.03.27	13:55:00	93245	93340	93160	93205	13960	43346	5
2019.03.27	14:00:00	93210	93230	93015	93100	18214	60950	5
2019.03.27	14:05:00	93095	93120	92925	93025	15359	46736	5
2019.03.27	14:10:00	93025	93435	93025	93430	25928	77493	5
2019.03.27	14:15:00	93435	93550	93320	93520	29017	88527	5
2019.03.27	14:20:00	93520	93670	93430	93625	25162	75872	5
2019.03.27	14:25:00	93625	93870	93620	93745	26342	81980	5
2019.03.27	14:30:00	93745	93820	93550	93580	21311	63763	5
2019.03.27	14:35:00	93585	93740	93505	93690	16804	49113	5
2019.03.27	14:40:00	93685	93795	93625	93775	14884	42641	5
2019.03.27	14:45:00	93775	93795	93580	93620	13202	41134	5
2019.03.27	14:50:00	93625	93730	93610	93700	8056	25229	5
2019.03.27	14:55:00	93700	93730	93615	93690	8537	26750	5
2019.03.27	15:00:00	93690	93695	93445	93515	20683	60892	5
2019.03.27	15:05:00	93515	93540	93330	93380	17061	54456	5
2019.03.27	15:10:00	93380	93495	93285	93305	17947	55042	5
2019.03.27	15:15:00	93300	93305	93060	93210	23103	72391	5
2019.03.27	15:20:00	93210	93240	93075	93165	15902	48829	5
2019.03.27	15:25:00	93160	93315	93090	93110	19447	62972	5
2019.03.27	15:30:00	93115	93160	93010	93025	18907	55640	5
2019.03.27	15:35:00	93025	93065	92800	92890	25971	79628	5
2019.03.27	15:40:00	92890	93030	92865	92890	15613	48684	5
2019.03.27	15:45:00	92885	92910	92745	92820	16870	54254	5
2019.03.27	15:50:00	92820	92945	92755	92785	18249	53647	5
2019.03.27	15:55:00	92790	92845	92550	92725	31578	105210	5
2019.03.27	16:00:00	92725	92930	92680	92805	21883	69497	5
2019.03.27	16:05:00	92810	92895	92780	92840	10128	31403	5
2019.03.27	16:10:00	92840	92920	92805	92875	9544	28012	5
2019.03.27	16:15:00	92870	93020	92825	92840	16311	51551	5
2019.03.27	16:20:00	92840	92855	92635	92680	20419	68335	5
2019.03.27	16:25:00	92680	92690	92425	92560	25073	84244	5
2019.03.27	16:30:00	92555	92745	92555	92725	20098	60275	5
2019.03.27	16:35:00	92720	92730	92340	92520	28210	95188	5
2019.03.27	16:40:00	92515	92605	92405	92505	16126	57013	5
2019.03.27	16:45:00	92500	92575	92265	92305	22904	75804	5
2019.03.27	16:50:00	92300	92365	92090	92225	26251	81155	5
2019.03.27	16:55:00	92220	92230	92060	92115	24544	73030	5
2019.03.27	17:00:00	92105	92275	92080	92140	14843	44566	5
2019.03.27	17:05:00	92135	92140	91645	91705	28690	90955	5
2019.03.27	17:10:00	91705	91710	91020	91235	40492	133562	5
2019.03.27	17:15:00	91230	91400	91135	91245	15882	58317	5
2019.03.27	17:20:00	91245	91255	91035	91120	16666	61384	5
2019.03.27	17:25:00	91125	91235	91095	91110	6981	27266	5
2019.03.27	17:30:00	91100	91105	90765	90865	20461	64780	5
2019.03.27	17:35:00	90870	90995	90425	90530	20609	59200	5
2019.03.27	17:40:00	90530	90865	90405	90795	25168	58464	5
2019.03.27	17:45:00	90800	90870	90600	90725	10401	30157	5
2019.03.27	17:50:00	90735	90890	90450	90580	6102	20711	5
2019.03.28	09:00:00	90940	91300	90935	91270	13635	46679	5
2019.03.28	09:05:00	91275	91640	91210	91375	33637	90786	5
2019.03.28	09:10:00	91375	91555	91215	91455	29467	79964	5
2019.03.28	09:15:00	91455	91540	91300	91525	20794	55900	5
2019.03.28	09:20:00	91525	91725	91475	91600	32035	87520	5
2019.03.28	09:25:00	91600	91750	91510	91680	26768	71571	5
2019.03.28	09:30:00	91685	91700	91270	91375	36021	94010	5
2019.03.28	09:35:00	91375	91380	90965	91140	44793	125228	5
2019.03.28	09:40:00	91135	91450	91060	91315	36598	90687	5
2019.03.28	09:45:00	91310	91625	91270	91590	31789	80482	5
2019.03.28	09:50:00	91585	91865	91530	91700	34815	106615	5
2019.03.28	09:55:00	91700	91900	91605	91885	25129	70576	5
2019.03.28	10:00:00	91880	92030	91625	92005	37550	114223	5
2019.03.28	10:05:00	92010	92145	91910	92110	27868	84799	5
2019.03.28	10:10:00	92110	92135	91770	91875	34208	89178	5
2019.03.28	10:15:00	91875	92040	91685	92035	30916	80326	5
2019.03.28	10:20:00	92030	92250	91980	92185	34081	91555	5
2019.03.28	10:25:00	92190	92420	92120	92320	29139	87236	5
2019.03.28	10:30:00	92320	92450	92185	92315	37022	109112	5
2019.03.28	10:35:00	92315	92485	92235	92385	32325	94497	5
2019.03.28	10:40:00	92380	92465	92255	92425	25556	70422	5
2019.03.28	10:45:00	92430	92560	92300	92540	29988	89754	5
2019.03.28	10:50:00	92535	92675	92515	92555	33538	103109	5
2019.03.28	10:55:00	92560	92800	92555	92760	25332	78996	5
2019.03.28	11:00:00	92765	93185	92730	93015	39729	128450	5
2019.03.28	11:05:00	93015	93100	92955	93075	24881	81737	5
2019.03.28	11:10:00	93070	93345	92985	93270	31907	97132	5
2019.03.28	11:15:00	93270	93430	93210	93410	33276	99975	5
2019.03.28	11:20:00	93410	93690	93360	93585	35959	117481	5
2019.03.28	11:25:00	93585	93605	93395	93435	22410	75853	5
2019.03.28	11:30:00	93440	93545	93295	93490	31546	105722	5
2019.03.28	11:35:00	93490	93520	93355	93415	19343	65335	5
2019.03.28	11:40:00	93415	93680	93330	93645	25418	80371	5
2019.03.28	11:45:00	93645	93690	93425	93580	20726	62182	5
2019.03.28	11:50:00	93575	93770	93520	93670	24365	86676	5
2019.03.28	11:55:00	93675	93790	93655	93680	14005	56462	5
2019.03.28	12:00:00	93680	93780	93435	93495	28283	97760	5
2019.03.28	12:05:00	93490	93645	93440	93530	16016	64699	5
2019.03.28	12:10:00	93530	93650	93415	93600	17338	59876	5
2019.03.28	12:15:00	93595	93720	93550	93705	18472	66798	5
2019.03.28	12:20:00	93705	93935	93695	93795	27408	100329	5
2019.03.28	12:25:00	93800	93995	93740	93895	17811	61008	5
2019.03.28	12:30:00	93895	93985	93810	93885	13513	47198	5
2019.03.28	12:35:00	93885	93910	93755	93755	11422	41850	5
2019.03.28	12:40:00	93755	93810	93700	93775	11927	46433	5
2019.03.28	12:45:00	93775	93960	93735	93950	15417	51546	5
2019.03.28	12:50:00	93950	93950	93730	93805	15420	56590	5
2019.03.28	12:55:00	93800	93825	93740	93810	8683	32023	5
2019.03.28	13:00:00	93815	93890	93750	93815	13828	51230	5
2019.03.28	13:05:00	93820	93920	93805	93870	10800	40495	5
2019.03.28	13:10:00	93865	93960	93815	93910	13688	48028	5
2019.03.28	13:15:00	93915	93990	93855	93965	11301	41544	5
2019.03.28	13:20:00	93965	94080	93890	94035	15027	62407	5
2019.03.28	13:25:00	94035	94100	93975	94065	12322	44442	5
2019.03.28	13:30:00	94065	94080	93900	93940	15376	57698	5
2019.03.28	13:35:00	93935	93960	93835	93865	15160	55308	5
2019.03.28	13:40:00	93865	94210	93845	94195	23856	82889	5
2019.03.28	13:45:00	94195	94365	94185	94335	22996	81264	5
2019.03.28	13:50:00	94340	94495	94340	94420	21435	71888	5
2019.03.28	13:55:00	94420	94495	94305	94335	17713	58559	5
2019.03.28	14:00:00	94330	94410	94265	94330	15750	57444	5
2019.03.28	14:05:00	94330	94465	94300	94400	14811	54422	5
2019.03.28	14:10:00	94400	94480	94360	94360	11875	43327	5
2019.03.28	14:15:00	94360	94560	94315	94485	19407	68465	5
2019.03.28	14:20:00	94480	94655	94430	94475	25848	86543	5
2019.03.28	14:25:00	94480	94500	94375	94430	12803	45320	5
2019.03.28	14:30:00	94425	94540	94380	94470	12006	40357	5
2019.03.28	14:35:00	94470	94535	94355	94435	13776	43243	5
2019.03.28	14:40:00	94430	94500	94215	94245	20454	65701	5
2019.03.28	14:45:00	94250	94405	94235	94370	14442	49906	5
2019.03.28	14:50:00	94370	94375	94300	94335	9077	30426	5
2019.03.28	14:55:00	94335	94880	94320	94745	37582	124189	5
2019.03.28	15:00:00	94745	94835	94590	94705	23969	81546	5
2019.03.28	15:05:00	94705	94720	94535	94640	16308	56424	5
2019.03.28	15:10:00	94645	94645	94535	94570	8907	36032	5
2019.03.28	15:15:00	94570	94700	94510	94625	15108	52573	5
2019.03.28	15:20:00	94625	94795	94530	94755	20167	68457	5
2019.03.28	15:25:00	94750	94905	94730	94830	21417	74054	5
2019.03.28	15:30:00	94835	94940	94750	94860	17781	61864	5
2019.03.28	15:35:00	94860	95040	94795	95010	21140	74695	5
2019.03.28	15:40:00	95010	95030	94805	94865	16869	64798	5
2019.03.28	15:45:00	94865	94910	94780	94845	13553	54304	5
2019.03.28	15:50:00	94845	94995	94825	94880	16607	59702	5
2019.03.28	15:55:00	94875	94945	94815	94855	10694	38705	5
2019.03.28	16:00:00	94860	95085	94850	95085	17326	67817	5
2019.03.28	16:05:00	95080	95165	95025	95135	19748	75605	5
2019.03.28	16:10:00	95140	95190	95070	95095	12769	50648	5
2019.03.28	16:15:00	95095	95155	95000	95070	12955	44962	5
2019.03.28	16:20:00	95065	95140	95040	95095	11857	46268	5
2019.03.28	16:25:00	95095	95155	95065	95130	8020	29753	5
2019.03.28	16:30:00	95130	95135	95010	95090	10122	38440	5
2019.03.28	16:35:00	95085	95120	94910	94940	15758	58786	5
2019.03.28	16:40:00	94940	94950	94805	94900	17488	68243	5
2019.03.28	16:45:00	94905	94920	94745	94785	14462	55606	5
2019.03.28	16:50:00	94785	94815	94650	94785	16326	63783	5
2019.03.28	16:55:00	94785	94950	94660	94700	20182	69503	5
2019.03.28	17:00:00	94695	94740	94565	94620	17765	57204	5
2019.03.28	17:05:00	94620	94720	94595	94680	7020	25027	5
2019.03.28	17:10:00	94680	94710	94605	94650	5701	19239	5
2019.03.28	17:15:00	94650	94685	94595	94610	3544	12265	5
2019.03.28	17:20:00	94615	94635	94560	94600	3796	17354	5
2019.03.28	17:25:00	94600	94715	94565	94690	5660	21300	5
2019.03.28	17:30:00	94690	94795	94605	94750	5931	21533	5
2019.03.28	17:35:00	94750	94755	94645	94665	3482	13311	5
2019.03.28	17:40:00	94665	94710	94610	94645	5992	16493	5
2019.03.28	17:45:00	94640	94750	94605	94725	4439	13854	5
2019.03.28	17:50:00	94730	94840	94605	94650	3991	14883	5
2019.03.29	09:00:00	95325	95980	95325	95940	22895	80955	5
2019.03.29	09:05:00	95950	95990	95750	95755	18980	57134	5
2019.03.29	09:10:00	95755	96185	95750	96130	31636	99322	5
2019.03.29	09:15:00	96130	96140	95870	95960	20160	62862	5
2019.03.29	09:20:00	95960	96075	95885	95950	21217	53628	5
2019.03.29	09:25:00	95950	96065	95800	95820	26443	66814	5
2019.03.29	09:30:00	95820	95825	95610	95620	38486	84055	5
2019.03.29	09:35:00	95615	95810	95535	95650	31899	74177	5
2019.03.29	09:40:00	95650	95835	95645	95785	22086	50456	5
2019.03.29	09:45:00	95785	95830	95575	95645	24104	57176	5
2019.03.29	09:50:00	95645	95940	95575	95835	37850	89496	5
2019.03.29	09:55:00	95835	95995	95715	95830	28306	68640	5
2019.03.29	10:00:00	95825	95860	95560	95720	41679	104616	5
2019.03.29	10:05:00	95715	95740	95455	95715	47126	108825	5
2019.03.29	10:10:00	95715	95775	95455	95605	38400	87170	5
2019.03.29	10:15:00	95605	95640	95340	95365	36619	85197	5
2019.03.29	10:20:00	95365	95515	95200	95325	42868	102918	5
2019.03.29	10:25:00	95320	95485	95255	95430	20551	47861	5
2019.03.29	10:30:00	95430	95485	95265	95290	27695	66620	5
2019.03.29	10:35:00	95290	95395	95090	95130	35276	89995	5
2019.03.29	10:40:00	95130	95420	95055	95405	33500	84961	5
2019.03.29	10:45:00	95410	95715	95395	95710	45530	103658	5
2019.03.29	10:50:00	95705	95875	95605	95820	38531	84841	5
2019.03.29	10:55:00	95815	95980	95750	95930	29189	72450	5
2019.03.29	11:00:00	95935	96165	95835	96090	37854	95256	5
2019.03.29	11:05:00	96090	96140	95855	96005	31676	76309	5
2019.03.29	11:10:00	96005	96085	95955	96020	22296	51075	5
2019.03.29	11:15:00	96020	96050	95880	96000	22002	49781	5
2019.03.29	11:20:00	96005	96035	95770	95790	26474	64953	5
2019.03.29	11:25:00	95785	96110	95785	96050	32814	79218	5
2019.03.29	11:30:00	96050	96050	95825	95870	21389	49888	5
2019.03.29	11:35:00	95870	95910	95710	95800	26886	64336	5
2019.03.29	11:40:00	95800	95925	95650	95655	35014	87843	5
2019.03.29	11:45:00	95660	95815	95585	95655	23526	66207	5
2019.03.29	11:50:00	95660	95665	95385	95510	27330	90725	5
2019.03.29	11:55:00	95505	95625	95480	95535	16752	52476	5
2019.03.29	12:00:00	95540	95830	95510	95740	25393	71424	5
2019.03.29	12:05:00	95735	95750	95530	95725	21681	61853	5
2019.03.29	12:10:00	95720	95885	95700	95790	20785	57377	5
2019.03.29	12:15:00	95790	95925	95750	95765	18652	49277	5
2019.03.29	12:20:00	95770	95970	95750	95935	14331	42263	5
2019.03.29	12:25:00	95935	96050	95935	96040	17738	42409	5
2019.03.29	12:30:00	96040	96100	95980	96080	13867	38424	5
2019.03.29	12:35:00	96085	96090	95935	95975	13052	37497	5
2019.03.29	12:40:00	95980	96000	95815	95825	14328	40597	5
2019.03.29	12:45:00	95825	95935	95800	95925	13017	42425	5
2019.03.29	12:50:00	95930	95995	95870	95935	14836	45751	5
2019.03.29	12:55:00	95935	95990	95875	95890	9223	30077	5
2019.03.29	13:00:00	95890	95920	95780	95880	15396	44649	5
2019.03.29	13:05:00	95880	95915	95810	95865	7828	26211	5
2019.03.29	13:10:00	95865	95955	95765	95800	13324	37924	5
2019.03.29	13:15:00	95805	95845	95745	95785	12422	29948	5
2019.03.29	13:20:00	95790	95810	95565	95605	15318	46524	5
2019.03.29	13:25:00	95605	95810	95590	95775	12995	40610	5
2019.03.29	13:30:00	95775	95875	95745	95870	13671	42768	5
2019.03.29	13:35:00	95875	96000	95855	95985	13406	43964	5
2019.03.29	13:40:00	95980	96015	95910	95965	11163	40127	5
2019.03.29	13:45:00	95965	95965	95860	95945	12767	32199	5
2019.03.29	13:50:00	95945	95975	95845	95925	12184	31704	5
2019.03.29	13:55:00	95925	96045	95860	96010	14916	43538	5
2019.03.29	14:00:00	96015	96070	95965	95985	14044	36119	5
2019.03.29	14:05:00	95990	96000	95865	95905	11961	31669	5
2019.03.29	14:10:00	95905	95935	95800	95880	16116	41614	5
2019.03.29	14:15:00	95880	95880	95680	95685	15081	43124	5
2019.03.29	14:20:00	95680	95720	95535	95595	25539	79321	5
2019.03.29	14:25:00	95600	95600	95305	95355	29286	92001	5
2019.03.29	14:30:00	95350	95440	95225	95255	27328	92531	5
2019.03.29	14:35:00	95260	95480	95245	95425	16591	52162	5
2019.03.29	14:40:00	95420	95635	95420	95575	22854	79032	5
2019.03.29	14:45:00	95575	95670	95540	95600	13462	42091	5
2019.03.29	14:50:00	95600	95600	95425	95525	20546	68711	5
2019.03.29	14:55:00	95525	95715	95475	95570	17851	60893	5
2019.03.29	15:00:00	95575	95680	95535	95560	10639	35667	5
2019.03.29	15:05:00	95560	95640	95430	95585	15689	55482	5
2019.03.29	15:10:00	95580	95765	95580	95690	15095	48207	5
2019.03.29	15:15:00	95695	95725	95585	95640	9698	31983	5
2019.03.29	15:20:00	95640	95655	95510	95575	12655	40266	5
2019.03.29	15:25:00	95575	95635	95500	95550	10304	35035	5
2019.03.29	15:30:00	95560	95650	95555	95610	8433	26636	5
2019.03.29	15:35:00	95610	95715	95605	95700	9125	24570	5
2019.03.29	15:40:00	95700	95745	95650	95710	10769	33793	5
2019.03.29	15:45:00	95710	95740	95610	95640	9999	32286	5
2019.03.29	15:50:00	95645	95645	95525	95570	14319	45053	5
2019.03.29	15:55:00	95565	95570	95370	95420	19078	59431	5
2019.03.29	16:00:00	95415	95495	95330	95425	15226	50721	5
2019.03.29	16:05:00	95425	95445	95305	95310	11021	37529	5
2019.03.29	16:10:00	95310	95465	95310	95445	11715	35999	5
2019.03.29	16:15:00	95445	95555	95425	95475	13650	42877	5
2019.03.29	16:20:00	95480	95485	95325	95340	12884	42233	5
2019.03.29	16:25:00	95335	95345	95015	95035	19805	65048	5
2019.03.29	16:30:00	95040	95220	95030	95180	18296	65369	5
2019.03.29	16:35:00	95175	95270	95120	95210	13619	45119	5
2019.03.29	16:40:00	95205	95265	95040	95120	16519	56322	5
2019.03.29	16:45:00	95120	95245	95100	95230	11040	36767	5
2019.03.29	16:50:00	95230	95375	95215	95305	14742	46468	5
2019.03.29	16:55:00	95310	95485	95310	95410	16980	57686	5
2019.03.29	17:00:00	95405	95550	95400	95530	13189	43535	5
2019.03.29	17:05:00	95530	95540	95375	95475	14267	47524	5
2019.03.29	17:10:00	95475	95505	95390	95475	5916	19409	5
2019.03.29	17:15:00	95475	95665	95470	95610	12494	46170	5
2019.03.29	17:20:00	95605	95610	95435	95475	7048	25057	5
2019.03.29	17:25:00	95470	95550	95440	95530	4949	18255	5
2019.03.29	17:30:00	95530	95545	95460	95495	3338	12421	5
2019.03.29	17:35:00	95490	95550	95465	95520	2521	9282	5
2019.03.29	17:40:00	95525	95545	95480	95495	3883	10667	5
2019.03.29	17:45:00	95500	95540	95405	95415	5551	17008	5
2019.03.29	17:50:00	95415	95440	95300	95340	4159	15468	5
2019.04.01	09:00:00	96415	96820	96375	96740	18008	57524	5
2019.04.01	09:05:00	96735	96815	96530	96620	17706	55356	5
2019.04.01	09:10:00	96625	96725	96570	96660	11686	36302	5
2019.04.01	09:15:00	96655	96800	96535	96585	15848	48102	5
2019.04.01	09:20:00	96585	96655	96510	96580	13810	42178	5
2019.04.01	09:25:00	96585	96600	96505	96555	10470	26332	5
2019.04.01	09:30:00	96550	96560	96450	96475	9658	30753	5
2019.04.01	09:35:00	96480	96575	96465	96530	9533	30376	5
2019.04.01	09:40:00	96530	96600	96510	96565	7546	21689	5
2019.04.01	09:45:00	96565	96625	96425	96480	16469	50542	5
2019.04.01	09:50:00	96485	96530	96430	96450	9096	26495	5
2019.04.01	09:55:00	96450	96590	96405	96580	12104	36378	5
2019.04.01	10:00:00	96585	96750	96530	96660	26709	78660	5
2019.04.01	10:05:00	96655	96685	96555	96635	13640	44579	5
2019.04.01	10:10:00	96630	96685	96500	96560	19659	59075	5
2019.04.01	10:15:00	96555	96640	96460	96465	16168	50219	5
2019.04.01	10:20:00	96470	96610	96445	96480	13332	38522	5
2019.04.01	10:25:00	96480	96480	96230	96315	28994	87096	5
2019.04.01	10:30:00	96310	96325	96120	96170	27994	84459	5
2019.04.01	10:35:00	96170	96230	96000	96055	25609	74964	5
2019.04.01	10:40:00	96055	96060	95905	95975	16907	49746	5
2019.04.01	10:45:00	95980	96120	95940	95970	20022	59829	5
2019.04.01	10:50:00	95965	96315	95955	96295	22090	66909	5
2019.04.01	10:55:00	96300	96355	96135	96135	17108	52958	5
2019.04.01	11:00:00	96140	96425	96075	96390	24463	76991	5
2019.04.01	11:05:00	96385	96540	96280	96445	30632	102685	5
2019.04.01	11:10:00	96445	96450	96220	96245	21549	67927	5
2019.04.01	11:15:00	96250	96295	96145	96235	20962	70353	5
2019.04.01	11:20:00	96235	96380	96200	96355	15898	48852	5
2019.04.01	11:25:00	96355	96445	96305	96380	15046	46133	5
2019.04.01	11:30:00	96375	96610	96375	96590	21061	70734	5
2019.04.01	11:35:00	96590	96855	96550	96795	24801	87083	5
2019.04.01	11:40:00	96795	96875	96700	96720	20268	68304	5
2019.04.01	11:45:00	96720	96775	96635	96760	15120	54870	5
2019.04.01	11:50:00	96760	96800	96650	96740	13187	44641	5
2019.04.01	11:55:00	96735	96825	96670	96690	16375	63183	5
2019.04.01	12:00:00	96695	96720	96585	96615	14177	48899	5
2019.04.01	12:05:00	96610	96640	96500	96555	11814	37775	5
2019.04.01	12:10:00	96550	96565	96500	96535	6461	22377	5
2019.04.01	12:15:00	96540	96600	96475	96550	12679	38291	5
2019.04.01	12:20:00	96550	96595	96450	96500	9717	31112	5
2019.04.01	12:25:00	96495	96660	96465	96645	14454	45144	5
2019.04.01	12:30:00	96640	96655	96555	96630	8276	26022	5
2019.04.01	12:35:00	96630	96715	96510	96695	14595	43354	5
2019.04.01	12:40:00	96690	96750	96650	96715	9783	28544	5
2019.04.01	12:45:00	96720	96890	96700	96880	11189	36729	5
2019.04.01	12:50:00	96885	96985	96875	96935	14445	46191	5
2019.04.01	12:55:00	96935	96995	96880	96960	9162	29863	5
2019.04.01	13:00:00	96960	96975	96825	96875	10694	34706	5
2019.04.01	13:05:00	96875	96895	96770	96785	8665	29369	5
2019.04.01	13:10:00	96785	96840	96710	96725	8293	25672	5
2019.04.01	13:15:00	96725	96835	96710	96815	8175	25119	5
2019.04.01	13:20:00	96810	96815	96715	96785	6542	20616	5
2019.04.01	13:25:00	96780	96825	96650	96720	9912	31647	5
2019.04.01	13:30:00	96720	96865	96705	96835	10966	34678	5
2019.04.01	13:35:00	96835	96940	96800	96925	10771	34903	5
2019.04.01	13:40:00	96920	96990	96815	96830	12632	39637	5
2019.04.01	13:45:00	96835	96915	96785	96825	9138	29855	5
2019.04.01	13:50:00	96825	96825	96730	96750	8330	27580	5
2019.04.01	13:55:00	96750	96750	96610	96690	12929	41586	5
2019.04.01	14:00:00	96695	96720	96640	96655	6576	23704	5
2019.04.01	14:05:00	96660	96660	96550	96555	11327	37685	5
2019.04.01	14:10:00	96560	96575	96410	96435	14552	49782	5
2019.04.01	14:15:00	96430	96450	96350	96370	16414	63542	5
2019.04.01	14:20:00	96370	96475	96365	96430	13007	47975	5
2019.04.01	14:25:00	96430	96490	96375	96380	10636	37897	5
2019.04.01	14:30:00	96380	96410	96240	96345	21143	71119	5
2019.04.01	14:35:00	96345	96370	96275	96345	8740	28233	5
2019.04.01	14:40:00	96350	96410	96275	96315	13699	47888	5
2019.04.01	14:45:00	96315	96365	96250	96265	10641	37967	5
2019.04.01	14:50:00	96270	96325	96210	96215	11107	39871	5
