<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.05	14:25:00	97355	97375	97305	97355	8861	33978	5
2019.04.05	14:30:00	97355	97430	97235	97280	18180	60467	5
2019.04.05	14:35:00	97285	97365	97255	97360	11252	39408	5
2019.04.05	14:40:00	97355	97400	97325	97355	9397	32171	5
2019.04.05	14:45:00	97355	97445	97340	97375	10574	40134	5
2019.04.05	14:50:00	97370	97395	97265	97285	9675	32484	5
2019.04.05	14:55:00	97280	97330	97250	97290	8209	29282	5
2019.04.05	15:00:00	97290	97350	97260	97310	8668	30366	5
2019.04.05	15:05:00	97305	97310	97250	97275	6815	25355	5
2019.04.05	15:10:00	97280	97380	97275	97315	10801	40399	5
2019.04.05	15:15:00	97315	97370	97260	97275	8765	30546	5
2019.04.05	15:20:00	97275	97385	97260	97370	9526	36908	5
2019.04.05	15:25:00	97375	97390	97320	97375	5945	20761	5
2019.04.05	15:30:00	97370	97425	97340	97415	8724	33764	5
2019.04.05	15:35:00	97415	97450	97390	97425	9351	38515	5
2019.04.05	15:40:00	97420	97440	97315	97340	11190	42870	5
2019.04.05	15:45:00	97340	97345	97265	97295	8421	30951	5
2019.04.05	15:50:00	97295	97360	97250	97265	12232	47158	5
2019.04.05	15:55:00	97265	97275	96910	97095	34053	113395	5
2019.04.05	16:00:00	97095	97250	97080	97220	17892	59942	5
2019.04.05	16:05:00	97220	97325	97185	97265	13151	48411	5
2019.04.05	16:10:00	97265	97275	97115	97140	13177	44465	5
2019.04.05	16:15:00	97140	97205	97060	97160	14579	51050	5
2019.04.05	16:20:00	97165	97190	97085	97115	9801	32858	5
2019.04.05	16:25:00	97120	97155	97065	97095	9850	36684	5
2019.04.05	16:30:00	97095	97180	97075	97150	10824	41596	5
2019.04.05	16:35:00	97150	97185	97100	97160	7963	31063	5
2019.04.05	16:40:00	97165	97165	97090	97120	6807	26792	5
2019.04.05	16:45:00	97120	97290	97090	97270	13715	48242	5
2019.04.05	16:50:00	97270	97365	97250	97315	16765	61706	5
2019.04.05	16:55:00	97310	97315	97170	97240	13839	46550	5
2019.04.05	17:00:00	97240	97320	97230	97245	8329	29402	5
2019.04.05	17:05:00	97250	97285	97205	97260	5485	23089	5
2019.04.05	17:10:00	97260	97285	97230	97240	3813	11969	5
2019.04.05	17:15:00	97245	97280	97230	97240	2192	7615	5
2019.04.05	17:20:00	97240	97265	97185	97225	4003	16929	5
2019.04.05	17:25:00	97230	97295	97220	97285	3257	12595	5
2019.04.05	17:30:00	97285	97310	97220	97225	4026	15863	5
2019.04.05	17:35:00	97230	97280	97215	97265	3846	12331	5
2019.04.05	17:40:00	97265	97280	97230	97230	3796	11516	5
2019.04.05	17:45:00	97235	97290	97225	97280	3361	13004	5
2019.04.05	17:50:00	97275	97400	97235	97400	3655	12647	5
